entity_id,class_name,class_qcode
Q7908118,village,Q532
Q984794,village,Q532
Q2447593,village,Q532
Q3503204,village,Q532
Q3416776,village,Q532
Q5829896,village,Q532
Q5846111,village,Q532
Q13508593,village,Q532
Q5860780,village,Q532
Q5817853,village,Q532
Q5824932,village,Q532
Q5854931,village,Q532
Q4126446,village,Q532
Q2653241,village,Q532
Q5947614,village,Q532
Q5822140,village,Q532
Q181821,village,Q532
Q5167161,village,Q532
Q6416702,village,Q532
Q5775822,village,Q532
Q3339117,village,Q532
Q5834699,village,Q532
Q5335665,village,Q532
Q5847470,village,Q532
Q6960964,village,Q532
Q4168208,village,Q532
Q2904514,village,Q532
Q5830950,village,Q532
Q5580787,village,Q532
Q5723093,village,Q532
Q7114949,village,Q532
Q2920640,village,Q532
Q7918200,village,Q532
Q5578987,village,Q532
Q5097439,village,Q532
Q7159028,village,Q532
Q2656965,village,Q532
Q5811233,village,Q532
Q5855411,village,Q532
Q6394499,village,Q532
Q5812254,village,Q532
Q17355669,village,Q532
Q2438089,village,Q532
Q5780759,village,Q532
Q5838001,village,Q532
Q7809238,village,Q532
Q5828399,village,Q532
Q3630554,village,Q532
Q8064391,village,Q532
Q21741625,village,Q532
Q24576717,village,Q532
Q6493504,village,Q532
Q5315740,village,Q532
Q4705600,village,Q532
Q5784063,village,Q532
Q7523360,village,Q532
Q7593884,village,Q532
Q5810663,village,Q532
Q5580691,village,Q532
Q3119133,village,Q532
Q6430737,village,Q532
Q2653459,village,Q532
Q2597274,village,Q532
Q5791111,village,Q532
Q12751196,village,Q532
Q7009705,village,Q532
Q5796465,village,Q532
Q3812171,village,Q532
Q5864084,village,Q532
Q26159226,village,Q532
Q5720538,village,Q532
Q3175017,village,Q532
Q7128731,village,Q532
Q5832535,village,Q532
Q5446151,village,Q532
Q5864287,village,Q532
Q16978086,village,Q532
Q5798364,village,Q532
Q15178864,village,Q532
Q5866602,village,Q532
Q5852990,village,Q532
Q5814735,village,Q532
Q4941179,village,Q532
Q2358827,village,Q532
Q5829358,village,Q532
Q5951182,village,Q532
Q5721925,village,Q532
Q5805440,village,Q532
Q6448586,village,Q532
Q4946744,village,Q532
Q7230593,village,Q532
Q7419382,village,Q532
Q2587307,village,Q532
Q2568455,village,Q532
Q6661441,village,Q532
Q4903601,village,Q532
Q5665141,village,Q532
Q5836503,village,Q532
Q7398370,village,Q532
Q5853206,village,Q532
Q2906561,village,Q532
Q5584578,village,Q532
Q5664508,village,Q532
Q5842964,village,Q532
Q4803238,village,Q532
Q2994055,village,Q532
Q2188054,village,Q532
Q7313523,village,Q532
Q5669364,village,Q532
Q46464,village,Q532
Q5819386,village,Q532
Q6488845,village,Q532
Q24913375,village,Q532
Q3405207,village,Q532
Q5857638,village,Q532
Q5832518,village,Q532
Q26254529,village,Q532
Q2437676,village,Q532
Q5627694,village,Q532
Q6399885,village,Q532
Q5688378,village,Q532
Q5850283,village,Q532
Q6935204,village,Q532
Q5714216,village,Q532
Q499886,village,Q532
Q4118358,village,Q532
Q3455595,village,Q532
Q5422939,village,Q532
Q6448426,village,Q532
Q5794967,village,Q532
Q1776550,village,Q532
Q25624369,village,Q532
Q2145724,village,Q532
Q24909251,village,Q532
Q4113234,village,Q532
Q15221505,village,Q532
Q26159386,village,Q532
Q7286394,village,Q532
Q4854454,village,Q532
Q16736459,village,Q532
Q5863543,village,Q532
Q1519291,village,Q532
Q3466632,village,Q532
Q6519107,village,Q532
Q16254688,village,Q532
Q2250483,village,Q532
Q5784270,village,Q532
Q4691310,village,Q532
Q5667191,village,Q532
Q1006029,village,Q532
Q5576095,village,Q532
Q5836498,village,Q532
Q12203081,village,Q532
Q5395549,village,Q532
Q5683804,village,Q532
Q4670265,village,Q532
Q6961270,village,Q532
Q2087739,village,Q532
Q20597289,village,Q532
Q4865567,village,Q532
Q5950791,village,Q532
Q3453624,village,Q532
Q8069909,village,Q532
Q5093213,village,Q532
Q7641915,village,Q532
Q11712504,village,Q532
Q7571891,village,Q532
Q5666280,village,Q532
Q16828694,village,Q532
Q4787800,village,Q532
Q10740548,village,Q532
Q5719020,village,Q532
Q5737572,village,Q532
Q6426278,village,Q532
Q4874382,village,Q532
Q19672257,village,Q532
Q5821395,village,Q532
Q5854422,village,Q532
Q5707996,village,Q532
Q5781796,village,Q532
Q2639126,village,Q532
Q6783395,village,Q532
Q5859580,village,Q532
Q3469376,village,Q532
Q3455796,village,Q532
Q672296,village,Q532
Q11894324,village,Q532
Q5423059,village,Q532
Q5848164,village,Q532
Q5709344,village,Q532
Q4092414,village,Q532
Q11790934,village,Q532
Q5089303,village,Q532
Q5069124,village,Q532
Q5844605,village,Q532
Q342622,village,Q532
Q954528,village,Q532
Q5781791,village,Q532
Q6430669,village,Q532
Q1888478,village,Q532
Q5817490,village,Q532
Q5841263,village,Q532
Q5772274,village,Q532
Q195410,village,Q532
Q4170659,village,Q532
Q5744677,village,Q532
Q5807036,village,Q532
Q5718861,village,Q532
Q5848598,village,Q532
Q2606891,village,Q532
Q5618249,village,Q532
Q3402099,village,Q532
Q6398831,village,Q532
Q2793556,village,Q532
Q6748861,village,Q532
Q5782871,village,Q532
Q4407006,village,Q532
Q2909438,village,Q532
Q4170650,village,Q532
Q3075837,village,Q532
Q5719872,village,Q532
Q5822561,village,Q532
Q5666312,village,Q532
Q5208562,village,Q532
Q5778439,village,Q532
Q5780283,village,Q532
Q6583851,village,Q532
Q5829673,village,Q532
Q5843973,village,Q532
Q7878790,village,Q532
Q2482497,village,Q532
Q5858385,village,Q532
Q5837760,village,Q532
Q16466658,village,Q532
Q2410544,village,Q532
Q5805833,village,Q532
Q5094356,village,Q532
Q5790830,village,Q532
Q2421985,village,Q532
Q2605064,village,Q532
Q3036994,village,Q532
Q5864347,village,Q532
Q3467865,village,Q532
Q4788064,village,Q532
Q5848664,village,Q532
Q6428431,village,Q532
Q614159,village,Q532
Q4923170,village,Q532
Q6671956,village,Q532
Q2059202,village,Q532
Q5718455,village,Q532
Q5226667,village,Q532
Q5815904,village,Q532
Q3084643,village,Q532
Q5799651,village,Q532
Q1930167,village,Q532
Q1527840,village,Q532
Q5666399,village,Q532
Q946848,village,Q532
Q5504336,village,Q532
Q6982514,village,Q532
Q26254772,village,Q532
Q5802922,village,Q532
Q1967270,village,Q532
Q18111076,village,Q532
Q11104747,village,Q532
Q5267954,village,Q532
Q7396524,village,Q532
Q5215739,village,Q532
Q5838441,village,Q532
Q5831895,village,Q532
Q5528957,village,Q532
Q3124084,village,Q532
Q5853564,village,Q532
Q4875209,village,Q532
Q1851690,village,Q532
Q5844108,village,Q532
Q5711273,village,Q532
Q8050595,village,Q532
Q5800559,village,Q532
Q5832630,village,Q532
Q3457039,village,Q532
Q2792115,village,Q532
Q748248,village,Q532
Q5704856,village,Q532
Q20128127,village,Q532
Q5807882,village,Q532
Q4544566,village,Q532
Q2771544,village,Q532
Q1012319,village,Q532
Q3455805,village,Q532
Q5813088,village,Q532
Q5533651,village,Q532
Q21743248,village,Q532
Q5784360,village,Q532
Q5707891,village,Q532
Q5795361,village,Q532
Q7295316,village,Q532
Q7426153,village,Q532
Q7396525,village,Q532
Q11105394,village,Q532
Q4842117,village,Q532
Q5813085,village,Q532
Q5709445,village,Q532
Q4901889,village,Q532
Q5641025,village,Q532
Q4936506,village,Q532
Q5838075,village,Q532
Q2936427,village,Q532
Q5861074,village,Q532
Q5819107,village,Q532
Q5767269,village,Q532
Q5834998,village,Q532
Q17071245,village,Q532
Q6024597,village,Q532
Q5773393,village,Q532
Q5638438,village,Q532
Q1922755,village,Q532
Q5819403,village,Q532
Q3466305,village,Q532
Q6001328,village,Q532
Q2898891,village,Q532
Q5810966,village,Q532
Q6428812,village,Q532
Q5855561,village,Q532
Q5787796,village,Q532
Q5844612,village,Q532
Q5792687,village,Q532
Q4746358,village,Q532
Q3919533,village,Q532
Q16899637,village,Q532
Q5803909,village,Q532
Q5827582,village,Q532
Q5529922,village,Q532
Q5783716,village,Q532
Q6409592,village,Q532
Q5807197,village,Q532
Q5828219,village,Q532
Q6965455,village,Q532
Q5822914,village,Q532
Q17059554,village,Q532
Q5860214,village,Q532
Q7600098,village,Q532
Q2931042,village,Q532
Q5721986,village,Q532
Q5813339,village,Q532
Q6794289,village,Q532
Q5841463,village,Q532
Q3036511,village,Q532
Q7125067,village,Q532
Q5813053,village,Q532
Q7229944,village,Q532
Q5851121,village,Q532
Q3463590,village,Q532
Q5852115,village,Q532
Q910421,village,Q532
Q6447524,village,Q532
Q6892431,village,Q532
Q5832176,village,Q532
Q5435307,village,Q532
Q5784756,village,Q532
Q16840752,village,Q532
Q3082427,village,Q532
Q24729361,village,Q532
Q5851108,village,Q532
Q4854333,village,Q532
Q5787921,village,Q532
Q4940877,village,Q532
Q5866171,village,Q532
Q5778073,village,Q532
Q2180614,village,Q532
Q5856819,village,Q532
Q2960423,village,Q532
Q5835250,village,Q532
Q947946,village,Q532
Q2692163,village,Q532
Q3153511,village,Q532
Q7959566,village,Q532
Q6361254,village,Q532
Q1086350,village,Q532
Q25990818,village,Q532
Q5636815,village,Q532
Q5851700,village,Q532
Q3199490,village,Q532
Q7796357,village,Q532
Q7429691,village,Q532
Q5846835,village,Q532
Q5852299,village,Q532
Q10861079,village,Q532
Q6966045,village,Q532
Q7077219,village,Q532
Q24928421,village,Q532
Q7012278,village,Q532
Q2092283,village,Q532
Q2102779,village,Q532
Q3303858,village,Q532
Q6446281,village,Q532
Q4941696,village,Q532
Q3379533,village,Q532
Q5831171,village,Q532
Q5721106,village,Q532
Q5796489,village,Q532
Q5808343,village,Q532
Q920519,village,Q532
Q15222606,village,Q532
Q4429644,village,Q532
Q5797970,village,Q532
Q3811456,village,Q532
Q325293,village,Q532
Q5316787,village,Q532
Q7070915,village,Q532
Q5395963,village,Q532
Q5859690,village,Q532
Q5983782,village,Q532
Q15713222,village,Q532
Q5863981,village,Q532
Q6395093,village,Q532
Q3511535,village,Q532
Q17397717,village,Q532
Q5581377,village,Q532
Q2470395,village,Q532
Q5792575,village,Q532
Q11148544,village,Q532
Q100001,village,Q532
Q5806011,village,Q532
Q4474836,village,Q532
Q5775284,village,Q532
Q4866255,village,Q532
Q5806346,village,Q532
Q5836800,village,Q532
Q5794190,village,Q532
Q5715153,village,Q532
Q6349274,village,Q532
Q5773592,village,Q532
Q7396012,village,Q532
Q284105,village,Q532
Q5846588,village,Q532
Q5433823,village,Q532
Q5139716,village,Q532
Q5854985,village,Q532
Q6960944,village,Q532
Q6430849,village,Q532
Q17002953,village,Q532
Q5813770,village,Q532
Q3777863,village,Q532
Q5829785,village,Q532
Q5851209,village,Q532
Q3075878,village,Q532
Q12233506,village,Q532
Q5142286,village,Q532
Q5842753,village,Q532
Q965756,village,Q532
Q6405506,village,Q532
Q5208747,village,Q532
Q7266202,village,Q532
Q4902064,village,Q532
Q2087683,village,Q532
Q5856816,village,Q532
Q741967,village,Q532
Q19672783,village,Q532
Q5801851,village,Q532
Q5562631,village,Q532
Q5865991,village,Q532
Q2210214,village,Q532
Q3085993,village,Q532
Q16826636,village,Q532
Q4953674,village,Q532
Q7232105,village,Q532
Q28405830,village,Q532
Q5067600,village,Q532
Q5845924,village,Q532
Q7258158,village,Q532
Q6582684,village,Q532
Q6758692,village,Q532
Q5811677,village,Q532
Q5709459,village,Q532
Q5319634,village,Q532
Q6995868,village,Q532
Q5773543,village,Q532
Q3506125,village,Q532
Q5797779,village,Q532
Q171268,village,Q532
Q5794691,village,Q532
Q2987947,village,Q532
Q5942393,village,Q532
Q6908110,village,Q532
Q4942098,village,Q532
Q19672267,village,Q532
Q4252975,village,Q532
Q4816395,village,Q532
Q5865709,village,Q532
Q1853076,village,Q532
Q5717102,village,Q532
Q6934142,village,Q532
Q13644944,village,Q532
Q1576185,village,Q532
Q5708500,village,Q532
Q5809874,village,Q532
Q5817364,village,Q532
Q5847553,village,Q532
Q5813036,village,Q532
Q2439566,village,Q532
Q5526640,village,Q532
Q5719107,village,Q532
Q16895062,village,Q532
Q4819383,village,Q532
Q5629730,village,Q532
Q5821894,village,Q532
Q5855600,village,Q532
Q1888998,village,Q532
Q5858919,village,Q532
Q5719231,village,Q532
Q4783351,village,Q532
Q13033686,village,Q532
Q2572315,village,Q532
Q10862857,village,Q532
Q4831675,village,Q532
Q5793809,village,Q532
Q4922778,village,Q532
Q4941659,village,Q532
Q2911281,village,Q532
Q4703029,village,Q532
Q4725538,village,Q532
Q5805032,village,Q532
Q2200088,village,Q532
Q2458232,village,Q532
Q5787111,village,Q532
Q7074597,village,Q532
Q774388,village,Q532
Q24729325,village,Q532
Q5773168,village,Q532
Q5798207,village,Q532
Q5097437,village,Q532
Q6989794,village,Q532
Q17400634,village,Q532
Q4941689,village,Q532
Q3877246,village,Q532
Q16896234,village,Q532
Q5819157,village,Q532
Q5805274,village,Q532
Q5856458,village,Q532
Q67493,village,Q532
Q16967520,village,Q532
Q5550420,village,Q532
Q7168965,village,Q532
Q3457876,village,Q532
Q3143983,village,Q532
Q10862545,village,Q532
Q6957285,village,Q532
Q3398814,village,Q532
Q5826921,village,Q532
Q3672930,village,Q532
Q5226714,village,Q532
Q6433178,village,Q532
Q6352240,village,Q532
Q6447727,village,Q532
Q2596086,village,Q532
Q4726669,village,Q532
Q15234203,village,Q532
Q5727814,village,Q532
Q5846317,village,Q532
Q5089940,village,Q532
Q5224100,village,Q532
Q6419282,village,Q532
Q6935890,village,Q532
Q4727380,village,Q532
Q5194128,village,Q532
Q5805107,village,Q532
Q4754442,village,Q532
Q6750713,village,Q532
Q2327169,village,Q532
Q5856249,village,Q532
Q5836720,village,Q532
Q5716797,village,Q532
Q5263925,village,Q532
Q6555166,village,Q532
Q10860486,village,Q532
Q5844675,village,Q532
Q7313534,village,Q532
Q5845287,village,Q532
Q5093210,village,Q532
Q5069561,village,Q532
Q2458749,village,Q532
Q3555808,village,Q532
Q2440694,village,Q532
Q5774010,village,Q532
Q6416535,village,Q532
Q5731994,village,Q532
Q5849781,village,Q532
Q5802969,village,Q532
Q5661601,village,Q532
Q5437807,village,Q532
Q3399915,village,Q532
Q5829644,village,Q532
Q4700792,village,Q532
Q5822340,village,Q532
Q5721989,village,Q532
Q5777091,village,Q532
Q7848080,village,Q532
Q7684938,village,Q532
Q6654224,village,Q532
Q7796704,village,Q532
Q3624471,village,Q532
Q5825994,village,Q532
Q5853437,village,Q532
Q7109111,village,Q532
Q5830894,village,Q532
Q5824626,village,Q532
Q10861111,village,Q532
Q5840607,village,Q532
Q5729128,village,Q532
Q26254665,village,Q532
Q3453481,village,Q532
Q3467752,village,Q532
Q5706808,village,Q532
Q1215576,village,Q532
Q5188890,village,Q532
Q5856615,village,Q532
Q2512191,village,Q532
Q5815040,village,Q532
Q6744164,village,Q532
Q3417168,village,Q532
Q5951692,village,Q532
Q3074420,village,Q532
Q894442,village,Q532
Q5710912,village,Q532
Q5149287,village,Q532
Q6908919,village,Q532
Q5067712,village,Q532
Q2466188,village,Q532
Q5714270,village,Q532
Q1002306,village,Q532
Q7995797,village,Q532
Q15265285,village,Q532
Q5804655,village,Q532
Q949692,village,Q532
Q5854591,village,Q532
Q5801604,village,Q532
Q7908175,village,Q532
Q5836828,village,Q532
Q6378394,village,Q532
Q3554821,village,Q532
Q5787486,village,Q532
Q6548063,village,Q532
Q16891066,village,Q532
Q5805929,village,Q532
Q3566812,village,Q532
Q16031854,village,Q532
Q2127475,village,Q532
Q1011728,village,Q532
Q5224444,village,Q532
Q5805571,village,Q532
Q1960219,village,Q532
Q5773566,village,Q532
Q3304460,village,Q532
Q3293556,village,Q532
Q7535882,village,Q532
Q6726201,village,Q532
Q5782559,village,Q532
Q5847692,village,Q532
Q4684683,village,Q532
Q5901361,village,Q532
Q5262682,village,Q532
Q2790414,village,Q532
Q5619707,village,Q532
Q3462756,village,Q532
Q5712684,village,Q532
Q2440142,village,Q532
Q6485330,village,Q532
Q5099380,village,Q532
Q5857332,village,Q532
Q3666858,village,Q532
Q5811110,village,Q532
Q2671853,village,Q532
Q6368901,village,Q532
Q4860576,village,Q532
Q5621350,village,Q532
Q674325,village,Q532
Q5794902,village,Q532
Q5771352,village,Q532
Q5849937,village,Q532
Q5207560,village,Q532
Q3038630,village,Q532
Q5797758,village,Q532
Q5800937,village,Q532
Q5820016,village,Q532
Q5863402,village,Q532
Q25247662,village,Q532
Q3112527,village,Q532
Q262388,village,Q532
Q3025422,village,Q532
Q5092610,village,Q532
Q4860110,village,Q532
Q5793653,village,Q532
Q3877560,village,Q532
Q4714023,village,Q532
Q2659162,village,Q532
Q5829365,village,Q532
Q7317112,village,Q532
Q7459401,village,Q532
Q971527,village,Q532
Q5808803,village,Q532
Q2335535,village,Q532
Q2239804,village,Q532
Q5780313,village,Q532
Q2101538,village,Q532
Q10858550,village,Q532
Q5835895,village,Q532
Q5838986,village,Q532
Q7266689,village,Q532
Q5816456,village,Q532
Q5856558,village,Q532
Q5860826,village,Q532
Q15277618,village,Q532
Q19672281,village,Q532
Q5801282,village,Q532
Q2550242,village,Q532
Q5802681,village,Q532
Q5853966,village,Q532
Q2845325,village,Q532
Q5732921,village,Q532
Q2478383,village,Q532
Q5826794,village,Q532
Q7781118,village,Q532
Q5751076,village,Q532
Q4965996,village,Q532
Q7445918,village,Q532
Q3455862,village,Q532
Q6393156,village,Q532
Q6419390,village,Q532
Q6965219,village,Q532
Q5069497,village,Q532
Q18359063,village,Q532
Q4664035,village,Q532
Q6466224,village,Q532
Q7021498,village,Q532
Q25247708,village,Q532
Q5828809,village,Q532
Q3418860,village,Q532
Q5852201,village,Q532
Q5783453,village,Q532
Q17052568,village,Q532
Q7159072,village,Q532
Q4253049,village,Q532
Q7502565,village,Q532
Q5809432,village,Q532
Q5821929,village,Q532
Q6370795,village,Q532
Q5816534,village,Q532
Q5834581,village,Q532
Q4860111,village,Q532
Q8077565,village,Q532
Q5780257,village,Q532
Q5663470,village,Q532
Q5093101,village,Q532
Q5849227,village,Q532
Q6826533,village,Q532
Q5302703,village,Q532
Q5854295,village,Q532
Q15266369,village,Q532
Q639397,village,Q532
Q5830462,village,Q532
Q5852707,village,Q532
Q7366816,village,Q532
Q5857377,village,Q532
Q12014131,village,Q532
Q25247635,village,Q532
Q3030112,village,Q532
Q11691585,village,Q532
Q9867,village,Q532
Q4861687,taxon,Q16521
Q4771532,taxon,Q16521
Q4737843,taxon,Q16521
Q1883450,taxon,Q16521
Q2699812,taxon,Q16521
Q15526605,taxon,Q16521
Q30135677,taxon,Q16521
Q1240293,taxon,Q16521
Q10677753,taxon,Q16521
Q2631006,taxon,Q16521
Q6534107,taxon,Q16521
Q1367210,taxon,Q16521
Q15388892,taxon,Q16521
Q15594717,taxon,Q16521
Q14928050,taxon,Q16521
Q3092003,taxon,Q16521
Q10590912,taxon,Q16521
Q669140,taxon,Q16521
Q3011838,taxon,Q16521
Q6126918,taxon,Q16521
Q3911092,taxon,Q16521
Q1923108,taxon,Q16521
Q10705786,taxon,Q16521
Q1764440,taxon,Q16521
Q1268792,taxon,Q16521
Q20817638,taxon,Q16521
Q2767161,taxon,Q16521
Q3201102,taxon,Q16521
Q13470509,taxon,Q16521
Q7188849,taxon,Q16521
Q7198393,taxon,Q16521
Q1576886,taxon,Q16521
Q15747086,taxon,Q16521
Q7189418,taxon,Q16521
Q6555975,taxon,Q16521
Q6556760,taxon,Q16521
Q20656435,taxon,Q16521
Q15345807,taxon,Q16521
Q22286511,taxon,Q16521
Q15331284,taxon,Q16521
Q2868501,taxon,Q16521
Q13656561,taxon,Q16521
Q19597341,taxon,Q16521
Q7360529,taxon,Q16521
Q3270238,taxon,Q16521
Q5054695,taxon,Q16521
Q5411434,taxon,Q16521
Q18355289,taxon,Q16521
Q13440322,taxon,Q16521
Q10703879,taxon,Q16521
Q160095,taxon,Q16521
Q2241717,taxon,Q16521
Q26219510,taxon,Q16521
Q4045994,taxon,Q16521
Q10610326,taxon,Q16521
Q15044088,taxon,Q16521
Q684107,taxon,Q16521
Q7188933,taxon,Q16521
Q14682972,taxon,Q16521
Q3007318,taxon,Q16521
Q7234853,taxon,Q16521
Q828079,taxon,Q16521
Q14832220,taxon,Q16521
Q1235711,taxon,Q16521
Q4748254,taxon,Q16521
Q5711675,taxon,Q16521
Q15356730,taxon,Q16521
Q5298956,taxon,Q16521
Q14693010,taxon,Q16521
Q14509854,taxon,Q16521
Q7435162,taxon,Q16521
Q7915853,taxon,Q16521
Q7406735,taxon,Q16521
Q13458072,taxon,Q16521
Q5596772,taxon,Q16521
Q5546724,taxon,Q16521
Q14922208,taxon,Q16521
Q14835031,taxon,Q16521
Q6983981,taxon,Q16521
Q1587775,taxon,Q16521
Q2322170,taxon,Q16521
Q2144596,taxon,Q16521
Q10597181,taxon,Q16521
Q13523069,taxon,Q16521
Q963634,taxon,Q16521
Q1520316,taxon,Q16521
Q4676938,taxon,Q16521
Q5461016,taxon,Q16521
Q5683528,taxon,Q16521
Q14826897,taxon,Q16521
Q3409667,taxon,Q16521
Q6511711,taxon,Q16521
Q14927179,taxon,Q16521
Q1588957,taxon,Q16521
Q5055713,taxon,Q16521
Q6982140,taxon,Q16521
Q5190261,taxon,Q16521
Q15638033,taxon,Q16521
Q971366,taxon,Q16521
Q1947520,taxon,Q16521
Q13532579,taxon,Q16521
Q3766334,taxon,Q16521
Q15104183,taxon,Q16521
Q1583677,taxon,Q16521
Q13448280,taxon,Q16521
Q22286712,taxon,Q16521
Q13495207,taxon,Q16521
Q8564170,taxon,Q16521
Q6824144,taxon,Q16521
Q7547179,taxon,Q16521
Q13578209,taxon,Q16521
Q25863315,taxon,Q16521
Q3074686,taxon,Q16521
Q3722248,taxon,Q16521
Q3168251,taxon,Q16521
Q5573266,taxon,Q16521
Q3944421,taxon,Q16521
Q23908114,taxon,Q16521
Q3315182,taxon,Q16521
Q14832227,taxon,Q16521
Q25842001,taxon,Q16521
Q1939882,taxon,Q16521
Q5409087,taxon,Q16521
Q2705165,taxon,Q16521
Q14700133,taxon,Q16521
Q134918,taxon,Q16521
Q143884,taxon,Q16521
Q6493458,taxon,Q16521
Q10596950,taxon,Q16521
Q17251783,taxon,Q16521
Q14491622,taxon,Q16521
Q1845830,taxon,Q16521
Q13540570,taxon,Q16521
Q5047725,taxon,Q16521
Q13465473,taxon,Q16521
Q14799640,taxon,Q16521
Q577678,taxon,Q16521
Q10972,taxon,Q16521
Q311656,taxon,Q16521
Q5410000,taxon,Q16521
Q5226837,taxon,Q16521
Q2368547,taxon,Q16521
Q2532817,taxon,Q16521
Q5389314,taxon,Q16521
Q3004438,taxon,Q16521
Q14922619,taxon,Q16521
Q623405,taxon,Q16521
Q14835096,taxon,Q16521
Q4786962,taxon,Q16521
Q2685132,taxon,Q16521
Q5406255,taxon,Q16521
Q10269964,taxon,Q16521
Q5144057,taxon,Q16521
Q5194526,taxon,Q16521
Q14839135,taxon,Q16521
Q2115912,taxon,Q16521
Q4847487,taxon,Q16521
Q969060,taxon,Q16521
Q1442526,taxon,Q16521
Q6305366,taxon,Q16521
Q10631173,taxon,Q16521
Q7180035,taxon,Q16521
Q17153418,taxon,Q16521
Q1851565,taxon,Q16521
Q13432811,taxon,Q16521
Q1033976,taxon,Q16521
Q149154,taxon,Q16521
Q4115563,taxon,Q16521
Q7254906,taxon,Q16521
Q13220483,taxon,Q16521
Q6534338,taxon,Q16521
Q5972031,taxon,Q16521
Q13609312,taxon,Q16521
Q4774952,taxon,Q16521
Q7255078,taxon,Q16521
Q2603793,taxon,Q16521
Q3134738,taxon,Q16521
Q3168865,taxon,Q16521
Q5501545,taxon,Q16521
Q8008455,taxon,Q16521
Q13618277,taxon,Q16521
Q2433413,taxon,Q16521
Q3518187,taxon,Q16521
Q310360,taxon,Q16521
Q14848954,taxon,Q16521
Q2702276,taxon,Q16521
Q4987338,taxon,Q16521
Q16983808,taxon,Q16521
Q19597337,taxon,Q16521
Q10628480,taxon,Q16521
Q3723521,taxon,Q16521
Q13501835,taxon,Q16521
Q3920173,taxon,Q16521
Q3016829,taxon,Q16521
Q14832495,taxon,Q16521
Q7623349,taxon,Q16521
Q5385482,taxon,Q16521
Q39289,taxon,Q16521
Q14693080,taxon,Q16521
Q5066572,taxon,Q16521
Q13599868,taxon,Q16521
Q14823366,taxon,Q16521
Q13393813,taxon,Q16521
Q14703649,taxon,Q16521
Q1765110,taxon,Q16521
Q2623277,taxon,Q16521
Q2871765,taxon,Q16521
Q13257787,taxon,Q16521
Q127075,taxon,Q16521
Q901647,taxon,Q16521
Q5223219,taxon,Q16521
Q3932144,taxon,Q16521
Q903259,taxon,Q16521
Q254354,taxon,Q16521
Q15344493,taxon,Q16521
Q16054289,taxon,Q16521
Q2185965,taxon,Q16521
Q5311047,taxon,Q16521
Q15367886,taxon,Q16521
Q18080586,taxon,Q16521
Q13589135,taxon,Q16521
Q13712963,taxon,Q16521
Q7109002,taxon,Q16521
Q14841361,taxon,Q16521
Q2709089,taxon,Q16521
Q42115547,taxon,Q16521
Q657751,taxon,Q16521
Q15491068,taxon,Q16521
Q1879938,taxon,Q16521
Q5421675,taxon,Q16521
Q10622948,taxon,Q16521
Q13590653,taxon,Q16521
Q311825,taxon,Q16521
Q18087134,taxon,Q16521
Q951994,taxon,Q16521
Q5186128,taxon,Q16521
Q7838675,taxon,Q16521
Q248086,taxon,Q16521
Q3199874,taxon,Q16521
Q19597340,taxon,Q16521
Q13449518,taxon,Q16521
Q245941,taxon,Q16521
Q14927766,taxon,Q16521
Q569140,taxon,Q16521
Q570467,taxon,Q16521
Q13402792,taxon,Q16521
Q14826704,taxon,Q16521
Q14830868,taxon,Q16521
Q10672257,taxon,Q16521
Q5475945,taxon,Q16521
Q5039006,taxon,Q16521
Q3959875,taxon,Q16521
Q19597443,taxon,Q16521
Q1273237,taxon,Q16521
Q7423641,taxon,Q16521
Q3373978,taxon,Q16521
Q7164866,taxon,Q16521
Q5414342,taxon,Q16521
Q1063141,taxon,Q16521
Q5713654,taxon,Q16521
Q374135,taxon,Q16521
Q13589731,taxon,Q16521
Q7939902,taxon,Q16521
Q15641852,taxon,Q16521
Q476350,taxon,Q16521
Q5191683,taxon,Q16521
Q6678482,taxon,Q16521
Q5143711,taxon,Q16521
Q4955276,taxon,Q16521
Q2511620,taxon,Q16521
Q4838616,taxon,Q16521
Q862069,taxon,Q16521
Q4548199,taxon,Q16521
Q7263402,taxon,Q16521
Q5225831,taxon,Q16521
Q5414754,taxon,Q16521
Q10557243,taxon,Q16521
Q1101422,taxon,Q16521
Q13605408,taxon,Q16521
Q1586903,taxon,Q16521
Q13381188,taxon,Q16521
Q5597198,taxon,Q16521
Q5458602,taxon,Q16521
Q1963448,taxon,Q16521
Q5373063,taxon,Q16521
Q5018467,taxon,Q16521
Q28041733,taxon,Q16521
Q1946191,taxon,Q16521
Q2700943,taxon,Q16521
Q3173360,taxon,Q16521
Q7217282,taxon,Q16521
Q13599683,taxon,Q16521
Q14801970,taxon,Q16521
Q6534203,taxon,Q16521
Q1320008,taxon,Q16521
Q3913578,taxon,Q16521
Q2373402,taxon,Q16521
Q15870816,taxon,Q16521
Q6707802,taxon,Q16521
Q5121995,taxon,Q16521
Q5643986,taxon,Q16521
Q200381,taxon,Q16521
Q984533,taxon,Q16521
Q5409105,taxon,Q16521
Q13513931,taxon,Q16521
Q14082433,taxon,Q16521
Q260739,taxon,Q16521
Q856342,taxon,Q16521
Q11847716,taxon,Q16521
Q1888838,taxon,Q16521
Q136904,taxon,Q16521
Q14832836,taxon,Q16521
Q14843125,taxon,Q16521
Q4825617,taxon,Q16521
Q13639767,taxon,Q16521
Q3469890,taxon,Q16521
Q5574387,taxon,Q16521
Q4674860,taxon,Q16521
Q7179931,taxon,Q16521
Q3552086,taxon,Q16521
