entity_id,class_qcode,class_name
Q4113234,Q532,village
Q15221505,Q532,village
Q26159386,Q532,village
Q7286394,Q532,village
Q4854454,Q532,village
Q16736459,Q532,village
Q5863543,Q532,village
Q1519291,Q532,village
Q3466632,Q532,village
Q6519107,Q532,village
Q16254688,Q532,village
Q2250483,Q532,village
Q5784270,Q532,village
Q4691310,Q532,village
Q5667191,Q532,village
Q1006029,Q532,village
Q5576095,Q532,village
Q5836498,Q532,village
Q12203081,Q532,village
Q5395549,Q532,village
Q5683804,Q532,village
Q4670265,Q532,village
Q6961270,Q532,village
Q2087739,Q532,village
Q20597289,Q532,village
Q4865567,Q532,village
Q5950791,Q532,village
Q3453624,Q532,village
Q8069909,Q532,village
Q5093213,Q532,village
Q7641915,Q532,village
Q11712504,Q532,village
Q7571891,Q532,village
Q5666280,Q532,village
Q16828694,Q532,village
Q4787800,Q532,village
Q10740548,Q532,village
Q5719020,Q532,village
Q5737572,Q532,village
Q6426278,Q532,village
Q4874382,Q532,village
Q19672257,Q532,village
Q5821395,Q532,village
Q5854422,Q532,village
Q5707996,Q532,village
Q5781796,Q532,village
Q2639126,Q532,village
Q6783395,Q532,village
Q5859580,Q532,village
Q3469376,Q532,village
Q3455796,Q532,village
Q672296,Q532,village
Q11894324,Q532,village
Q5423059,Q532,village
Q5848164,Q532,village
Q5709344,Q532,village
Q4092414,Q532,village
Q11790934,Q532,village
Q5089303,Q532,village
Q5069124,Q532,village
Q5844605,Q532,village
Q342622,Q532,village
Q954528,Q532,village
Q5781791,Q532,village
Q6430669,Q532,village
Q1888478,Q532,village
Q5817490,Q532,village
Q5841263,Q532,village
Q5772274,Q532,village
Q195410,Q532,village
Q4170659,Q532,village
Q5744677,Q532,village
Q5807036,Q532,village
Q5718861,Q532,village
Q5848598,Q532,village
Q2606891,Q532,village
Q5618249,Q532,village
Q3402099,Q532,village
Q6398831,Q532,village
Q2793556,Q532,village
Q6748861,Q532,village
Q5782871,Q532,village
Q4407006,Q532,village
Q2909438,Q532,village
Q4170650,Q532,village
Q3075837,Q532,village
Q5719872,Q532,village
Q5822561,Q532,village
Q5666312,Q532,village
Q5208562,Q532,village
Q5778439,Q532,village
Q5780283,Q532,village
Q6583851,Q532,village
Q5829673,Q532,village
Q5843973,Q532,village
Q7878790,Q532,village
Q2482497,Q532,village
Q5858385,Q532,village
Q5837760,Q532,village
Q16466658,Q532,village
Q2410544,Q532,village
Q5805833,Q532,village
Q5094356,Q532,village
Q5790830,Q532,village
Q2421985,Q532,village
Q2605064,Q532,village
Q3036994,Q532,village
Q5864347,Q532,village
Q3467865,Q532,village
Q4788064,Q532,village
Q5848664,Q532,village
Q6428431,Q532,village
Q614159,Q532,village
Q4923170,Q532,village
Q6671956,Q532,village
Q2059202,Q532,village
Q5718455,Q532,village
Q5226667,Q532,village
Q5815904,Q532,village
Q3084643,Q532,village
Q5799651,Q532,village
Q1930167,Q532,village
Q1527840,Q532,village
Q5666399,Q532,village
Q946848,Q532,village
Q5504336,Q532,village
Q6982514,Q532,village
Q26254772,Q532,village
Q5802922,Q532,village
Q1967270,Q532,village
Q18111076,Q532,village
Q11104747,Q532,village
Q5267954,Q532,village
Q7396524,Q532,village
Q5215739,Q532,village
Q5838441,Q532,village
Q5831895,Q532,village
Q5528957,Q532,village
Q3124084,Q532,village
Q5853564,Q532,village
Q4875209,Q532,village
Q1851690,Q532,village
Q5844108,Q532,village
Q5711273,Q532,village
Q8050595,Q532,village
Q5800559,Q532,village
Q5832630,Q532,village
Q3457039,Q532,village
Q2792115,Q532,village
Q748248,Q532,village
Q5704856,Q532,village
Q20128127,Q532,village
Q5807882,Q532,village
Q4544566,Q532,village
Q2771544,Q532,village
Q1012319,Q532,village
Q3455805,Q532,village
Q5813088,Q532,village
Q5533651,Q532,village
Q21743248,Q532,village
Q5784360,Q532,village
Q5707891,Q532,village
Q5795361,Q532,village
Q7295316,Q532,village
Q7426153,Q532,village
Q7396525,Q532,village
Q11105394,Q532,village
Q4842117,Q532,village
Q5813085,Q532,village
Q5709445,Q532,village
Q4901889,Q532,village
Q5641025,Q532,village
Q4936506,Q532,village
Q5838075,Q532,village
Q2936427,Q532,village
Q5861074,Q532,village
Q5819107,Q532,village
Q5767269,Q532,village
Q5834998,Q532,village
Q17071245,Q532,village
Q6024597,Q532,village
Q5773393,Q532,village
Q5638438,Q532,village
Q1922755,Q532,village
Q5819403,Q532,village
Q3466305,Q532,village
Q6001328,Q532,village
Q2898891,Q532,village
Q5810966,Q532,village
Q6428812,Q532,village
Q5855561,Q532,village
Q5787796,Q532,village
Q5844612,Q532,village
Q5792687,Q532,village
Q4746358,Q532,village
Q3919533,Q532,village
Q16899637,Q532,village
Q5803909,Q532,village
Q5827582,Q532,village
Q5529922,Q532,village
Q5783716,Q532,village
Q6409592,Q532,village
Q5807197,Q532,village
Q5828219,Q532,village
Q6965455,Q532,village
Q5822914,Q532,village
Q17059554,Q532,village
Q5860214,Q532,village
Q7600098,Q532,village
Q2931042,Q532,village
Q5721986,Q532,village
Q5813339,Q532,village
Q6794289,Q532,village
Q5841463,Q532,village
Q3036511,Q532,village
Q7125067,Q532,village
Q5813053,Q532,village
Q7229944,Q532,village
Q5851121,Q532,village
Q3463590,Q532,village
Q5852115,Q532,village
Q910421,Q532,village
Q6447524,Q532,village
Q6892431,Q532,village
Q5832176,Q532,village
Q5435307,Q532,village
Q5784756,Q532,village
Q16840752,Q532,village
Q3082427,Q532,village
Q24729361,Q532,village
Q5851108,Q532,village
Q4854333,Q532,village
Q5787921,Q532,village
Q4940877,Q532,village
Q5866171,Q532,village
Q5778073,Q532,village
Q2180614,Q532,village
Q5856819,Q532,village
Q2960423,Q532,village
Q5835250,Q532,village
Q947946,Q532,village
Q2692163,Q532,village
Q3153511,Q532,village
Q7959566,Q532,village
Q6361254,Q532,village
Q1086350,Q532,village
Q25990818,Q532,village
Q5636815,Q532,village
Q5851700,Q532,village
Q3199490,Q532,village
Q7796357,Q532,village
Q7429691,Q532,village
Q5846835,Q532,village
Q5852299,Q532,village
Q10861079,Q532,village
Q6966045,Q532,village
Q7077219,Q532,village
Q24928421,Q532,village
Q7012278,Q532,village
Q2092283,Q532,village
Q2102779,Q532,village
Q3303858,Q532,village
Q6446281,Q532,village
Q4941696,Q532,village
Q3379533,Q532,village
Q5831171,Q532,village
Q5721106,Q532,village
Q5796489,Q532,village
Q5808343,Q532,village
Q920519,Q532,village
Q15222606,Q532,village
Q4429644,Q532,village
Q5797970,Q532,village
Q3811456,Q532,village
Q325293,Q532,village
Q5316787,Q532,village
Q7070915,Q532,village
Q5395963,Q532,village
Q5859690,Q532,village
Q5983782,Q532,village
Q15713222,Q532,village
Q5863981,Q532,village
Q6395093,Q532,village
Q3511535,Q532,village
Q17397717,Q532,village
Q5581377,Q532,village
Q2470395,Q532,village
Q5792575,Q532,village
Q11148544,Q532,village
Q100001,Q532,village
Q5806011,Q532,village
Q4474836,Q532,village
Q5775284,Q532,village
Q4866255,Q532,village
Q5806346,Q532,village
Q5836800,Q532,village
Q5794190,Q532,village
Q5715153,Q532,village
Q6349274,Q532,village
Q5773592,Q532,village
Q7396012,Q532,village
Q284105,Q532,village
Q5846588,Q532,village
Q5433823,Q532,village
Q5139716,Q532,village
Q5854985,Q532,village
Q6960944,Q532,village
Q6430849,Q532,village
Q17002953,Q532,village
Q5813770,Q532,village
Q3777863,Q532,village
Q5829785,Q532,village
Q5851209,Q532,village
Q3075878,Q532,village
Q12233506,Q532,village
Q5142286,Q532,village
Q5842753,Q532,village
Q965756,Q532,village
Q6405506,Q532,village
Q5208747,Q532,village
Q7266202,Q532,village
Q4902064,Q532,village
Q2087683,Q532,village
Q5856816,Q532,village
Q741967,Q532,village
Q19672783,Q532,village
Q5801851,Q532,village
Q5562631,Q532,village
Q5865991,Q532,village
Q2210214,Q532,village
Q3085993,Q532,village
Q16826636,Q532,village
Q4953674,Q532,village
Q7232105,Q532,village
Q28405830,Q532,village
Q5067600,Q532,village
Q5845924,Q532,village
Q7258158,Q532,village
Q6582684,Q532,village
Q6758692,Q532,village
Q5811677,Q532,village
Q5709459,Q532,village
Q5319634,Q532,village
Q6995868,Q532,village
Q5773543,Q532,village
Q3506125,Q532,village
Q5797779,Q532,village
Q171268,Q532,village
Q5794691,Q532,village
Q2987947,Q532,village
Q5942393,Q532,village
Q6908110,Q532,village
Q4942098,Q532,village
Q19672267,Q532,village
Q4252975,Q532,village
Q4816395,Q532,village
Q5865709,Q532,village
Q1853076,Q532,village
Q5717102,Q532,village
Q6934142,Q532,village
Q13644944,Q532,village
Q1576185,Q532,village
Q5708500,Q532,village
Q5809874,Q532,village
Q5817364,Q532,village
Q5847553,Q532,village
Q5813036,Q532,village
Q2439566,Q532,village
Q5526640,Q532,village
Q5719107,Q532,village
Q16895062,Q532,village
Q4819383,Q532,village
Q5629730,Q532,village
Q5821894,Q532,village
Q5855600,Q532,village
Q1888998,Q532,village
Q5858919,Q532,village
Q5719231,Q532,village
Q4783351,Q532,village
Q13033686,Q532,village
Q2572315,Q532,village
Q10862857,Q532,village
Q4831675,Q532,village
Q5793809,Q532,village
Q4922778,Q532,village
Q4941659,Q532,village
Q2911281,Q532,village
Q4703029,Q532,village
Q4725538,Q532,village
Q5805032,Q532,village
Q2200088,Q532,village
Q2458232,Q532,village
Q5787111,Q532,village
Q7074597,Q532,village
Q774388,Q532,village
Q24729325,Q532,village
Q5773168,Q532,village
Q5798207,Q532,village
Q5097437,Q532,village
Q6989794,Q532,village
Q17400634,Q532,village
Q4941689,Q532,village
Q3877246,Q532,village
Q16896234,Q532,village
Q5819157,Q532,village
Q5805274,Q532,village
Q5856458,Q532,village
Q67493,Q532,village
Q16967520,Q532,village
Q5550420,Q532,village
Q7168965,Q532,village
Q3457876,Q532,village
Q3143983,Q532,village
Q10862545,Q532,village
Q6957285,Q532,village
Q3398814,Q532,village
Q5826921,Q532,village
Q3672930,Q532,village
Q5226714,Q532,village
Q6433178,Q532,village
Q6352240,Q532,village
Q6447727,Q532,village
Q2596086,Q532,village
Q4726669,Q532,village
Q15234203,Q532,village
Q5727814,Q532,village
Q5846317,Q532,village
Q5089940,Q532,village
Q5224100,Q532,village
Q6419282,Q532,village
Q6935890,Q532,village
Q4727380,Q532,village
Q5194128,Q532,village
Q5805107,Q532,village
Q4754442,Q532,village
Q6750713,Q532,village
Q2327169,Q532,village
Q5856249,Q532,village
Q5836720,Q532,village
Q5716797,Q532,village
Q5263925,Q532,village
Q6555166,Q532,village
Q10860486,Q532,village
Q5844675,Q532,village
Q7313534,Q532,village
Q5845287,Q532,village
Q5093210,Q532,village
Q5069561,Q532,village
Q2458749,Q532,village
Q3555808,Q532,village
Q2440694,Q532,village
Q5774010,Q532,village
Q6416535,Q532,village
Q5731994,Q532,village
Q5849781,Q532,village
Q5802969,Q532,village
Q5661601,Q532,village
Q5437807,Q532,village
Q3399915,Q532,village
Q5829644,Q532,village
Q4700792,Q532,village
Q5822340,Q532,village
Q5721989,Q532,village
Q5777091,Q532,village
Q7848080,Q532,village
Q7684938,Q532,village
Q6654224,Q532,village
Q7796704,Q532,village
Q3624471,Q532,village
Q5825994,Q532,village
Q5853437,Q532,village
Q7109111,Q532,village
Q5830894,Q532,village
Q5824626,Q532,village
Q10861111,Q532,village
Q5840607,Q532,village
Q5729128,Q532,village
Q26254665,Q532,village
Q3453481,Q532,village
Q3467752,Q532,village
Q5706808,Q532,village
Q1215576,Q532,village
Q5188890,Q532,village
Q5856615,Q532,village
Q2512191,Q532,village
Q5815040,Q532,village
Q6744164,Q532,village
Q3417168,Q532,village
Q5951692,Q532,village
Q3074420,Q532,village
Q894442,Q532,village
Q5710912,Q532,village
Q5149287,Q532,village
Q6908919,Q532,village
Q5067712,Q532,village
Q2466188,Q532,village
Q5714270,Q532,village
Q1002306,Q532,village
Q7995797,Q532,village
Q15265285,Q532,village
Q5804655,Q532,village
Q949692,Q532,village
Q5854591,Q532,village
Q5801604,Q532,village
Q7908175,Q532,village
Q5836828,Q532,village
Q6378394,Q532,village
Q3554821,Q532,village
Q5787486,Q532,village
Q6548063,Q532,village
Q16891066,Q532,village
Q5805929,Q532,village
Q3566812,Q532,village
Q16031854,Q532,village
Q2127475,Q532,village
Q1011728,Q532,village
Q5224444,Q532,village
Q5805571,Q532,village
Q1960219,Q532,village
Q5773566,Q532,village
Q3304460,Q532,village
Q3293556,Q532,village
Q7535882,Q532,village
Q6726201,Q532,village
Q5782559,Q532,village
Q5847692,Q532,village
Q4684683,Q532,village
Q5901361,Q532,village
Q5262682,Q532,village
Q2790414,Q532,village
Q5619707,Q532,village
Q3462756,Q532,village
Q5712684,Q532,village
Q2440142,Q532,village
Q6485330,Q532,village
Q5099380,Q532,village
Q5857332,Q532,village
Q3666858,Q532,village
Q5811110,Q532,village
Q2671853,Q532,village
Q6368901,Q532,village
Q4860576,Q532,village
Q5621350,Q532,village
Q674325,Q532,village
Q5794902,Q532,village
Q5771352,Q532,village
Q5849937,Q532,village
Q5207560,Q532,village
Q3038630,Q532,village
Q5797758,Q532,village
Q5800937,Q532,village
Q5820016,Q532,village
Q5863402,Q532,village
Q25247662,Q532,village
Q3112527,Q532,village
Q262388,Q532,village
Q3025422,Q532,village
Q5092610,Q532,village
Q4860110,Q532,village
Q5793653,Q532,village
Q3877560,Q532,village
Q4714023,Q532,village
Q2659162,Q532,village
Q5829365,Q532,village
Q7317112,Q532,village
Q7459401,Q532,village
Q971527,Q532,village
Q5808803,Q532,village
Q2335535,Q532,village
Q2239804,Q532,village
Q5780313,Q532,village
Q2101538,Q532,village
Q10858550,Q532,village
Q5835895,Q532,village
Q5838986,Q532,village
Q7266689,Q532,village
Q5816456,Q532,village
Q5856558,Q532,village
Q5860826,Q532,village
Q15277618,Q532,village
Q19672281,Q532,village
Q5801282,Q532,village
Q2550242,Q532,village
Q5802681,Q532,village
Q5853966,Q532,village
Q2845325,Q532,village
Q5732921,Q532,village
Q2478383,Q532,village
Q5826794,Q532,village
Q7781118,Q532,village
Q5751076,Q532,village
Q4965996,Q532,village
Q7445918,Q532,village
Q3455862,Q532,village
Q6393156,Q532,village
Q6419390,Q532,village
Q6965219,Q532,village
Q5069497,Q532,village
Q18359063,Q532,village
Q4664035,Q532,village
Q6466224,Q532,village
Q7021498,Q532,village
Q25247708,Q532,village
Q5828809,Q532,village
Q3418860,Q532,village
Q5852201,Q532,village
Q5783453,Q532,village
Q17052568,Q532,village
Q7159072,Q532,village
Q4253049,Q532,village
Q7502565,Q532,village
Q5809432,Q532,village
Q5821929,Q532,village
Q6370795,Q532,village
Q5816534,Q532,village
Q5834581,Q532,village
Q4860111,Q532,village
Q8077565,Q532,village
Q5780257,Q532,village
Q5663470,Q532,village
Q5093101,Q532,village
Q5849227,Q532,village
Q6826533,Q532,village
Q5302703,Q532,village
Q5854295,Q532,village
Q15266369,Q532,village
Q639397,Q532,village
Q5830462,Q532,village
Q5852707,Q532,village
Q7366816,Q532,village
Q5857377,Q532,village
Q12014131,Q532,village
Q25247635,Q532,village
Q3030112,Q532,village
Q11691585,Q532,village
Q9867,Q532,village
Q4861687,Q16521,taxon
Q4771532,Q16521,taxon
Q4737843,Q16521,taxon
Q1883450,Q16521,taxon
Q2699812,Q16521,taxon
Q15526605,Q16521,taxon
Q30135677,Q16521,taxon
Q1240293,Q16521,taxon
Q10677753,Q16521,taxon
Q2631006,Q16521,taxon
Q6534107,Q16521,taxon
Q1367210,Q16521,taxon
Q15388892,Q16521,taxon
Q15594717,Q16521,taxon
Q14928050,Q16521,taxon
Q3092003,Q16521,taxon
Q10590912,Q16521,taxon
Q669140,Q16521,taxon
Q3011838,Q16521,taxon
Q6126918,Q16521,taxon
Q3911092,Q16521,taxon
Q1923108,Q16521,taxon
Q10705786,Q16521,taxon
Q1764440,Q16521,taxon
Q1268792,Q16521,taxon
Q20817638,Q16521,taxon
Q2767161,Q16521,taxon
Q3201102,Q16521,taxon
Q13470509,Q16521,taxon
Q7188849,Q16521,taxon
Q7198393,Q16521,taxon
Q1576886,Q16521,taxon
Q15747086,Q16521,taxon
Q7189418,Q16521,taxon
Q6555975,Q16521,taxon
Q6556760,Q16521,taxon
Q20656435,Q16521,taxon
Q15345807,Q16521,taxon
Q22286511,Q16521,taxon
Q15331284,Q16521,taxon
Q2868501,Q16521,taxon
Q13656561,Q16521,taxon
Q19597341,Q16521,taxon
Q7360529,Q16521,taxon
Q3270238,Q16521,taxon
Q5054695,Q16521,taxon
Q5411434,Q16521,taxon
Q18355289,Q16521,taxon
Q13440322,Q16521,taxon
Q10703879,Q16521,taxon
Q160095,Q16521,taxon
Q2241717,Q16521,taxon
Q26219510,Q16521,taxon
Q4045994,Q16521,taxon
Q10610326,Q16521,taxon
Q15044088,Q16521,taxon
Q684107,Q16521,taxon
Q7188933,Q16521,taxon
Q14682972,Q16521,taxon
Q3007318,Q16521,taxon
Q7234853,Q16521,taxon
Q828079,Q16521,taxon
Q14832220,Q16521,taxon
Q1235711,Q16521,taxon
Q4748254,Q16521,taxon
Q5711675,Q16521,taxon
Q15356730,Q16521,taxon
Q5298956,Q16521,taxon
Q14693010,Q16521,taxon
Q14509854,Q16521,taxon
Q7435162,Q16521,taxon
Q7915853,Q16521,taxon
Q7406735,Q16521,taxon
Q13458072,Q16521,taxon
Q5596772,Q16521,taxon
Q5546724,Q16521,taxon
Q14922208,Q16521,taxon
Q14835031,Q16521,taxon
Q6983981,Q16521,taxon
Q1587775,Q16521,taxon
Q2322170,Q16521,taxon
Q2144596,Q16521,taxon
Q10597181,Q16521,taxon
Q13523069,Q16521,taxon
Q963634,Q16521,taxon
Q1520316,Q16521,taxon
Q4676938,Q16521,taxon
Q5461016,Q16521,taxon
Q5683528,Q16521,taxon
Q14826897,Q16521,taxon
Q3409667,Q16521,taxon
Q6511711,Q16521,taxon
Q14927179,Q16521,taxon
Q1588957,Q16521,taxon
Q5055713,Q16521,taxon
Q6982140,Q16521,taxon
Q5190261,Q16521,taxon
Q15638033,Q16521,taxon
Q971366,Q16521,taxon
Q1947520,Q16521,taxon
Q13532579,Q16521,taxon
Q3766334,Q16521,taxon
Q15104183,Q16521,taxon
Q1583677,Q16521,taxon
Q13448280,Q16521,taxon
Q22286712,Q16521,taxon
Q13495207,Q16521,taxon
Q8564170,Q16521,taxon
Q6824144,Q16521,taxon
Q7547179,Q16521,taxon
Q13578209,Q16521,taxon
Q25863315,Q16521,taxon
Q3074686,Q16521,taxon
Q3722248,Q16521,taxon
Q3168251,Q16521,taxon
Q5573266,Q16521,taxon
Q3944421,Q16521,taxon
Q23908114,Q16521,taxon
Q3315182,Q16521,taxon
Q14832227,Q16521,taxon
Q25842001,Q16521,taxon
Q1939882,Q16521,taxon
Q5409087,Q16521,taxon
Q2705165,Q16521,taxon
Q14700133,Q16521,taxon
Q134918,Q16521,taxon
Q143884,Q16521,taxon
Q6493458,Q16521,taxon
Q10596950,Q16521,taxon
Q17251783,Q16521,taxon
Q14491622,Q16521,taxon
Q1845830,Q16521,taxon
Q13540570,Q16521,taxon
Q5047725,Q16521,taxon
Q13465473,Q16521,taxon
Q14799640,Q16521,taxon
Q577678,Q16521,taxon
Q10972,Q16521,taxon
Q311656,Q16521,taxon
Q5410000,Q16521,taxon
Q5226837,Q16521,taxon
Q2368547,Q16521,taxon
Q2532817,Q16521,taxon
Q5389314,Q16521,taxon
Q3004438,Q16521,taxon
Q14922619,Q16521,taxon
Q623405,Q16521,taxon
Q14835096,Q16521,taxon
Q4786962,Q16521,taxon
Q2685132,Q16521,taxon
Q5406255,Q16521,taxon
Q10269964,Q16521,taxon
Q5144057,Q16521,taxon
Q5194526,Q16521,taxon
Q14839135,Q16521,taxon
Q2115912,Q16521,taxon
Q4847487,Q16521,taxon
Q969060,Q16521,taxon
Q1442526,Q16521,taxon
Q6305366,Q16521,taxon
Q10631173,Q16521,taxon
Q7180035,Q16521,taxon
Q17153418,Q16521,taxon
Q1851565,Q16521,taxon
Q13432811,Q16521,taxon
Q1033976,Q16521,taxon
Q149154,Q16521,taxon
Q4115563,Q16521,taxon
Q7254906,Q16521,taxon
Q13220483,Q16521,taxon
Q6534338,Q16521,taxon
Q5972031,Q16521,taxon
Q13609312,Q16521,taxon
Q4774952,Q16521,taxon
Q7255078,Q16521,taxon
Q2603793,Q16521,taxon
Q3134738,Q16521,taxon
Q3168865,Q16521,taxon
Q5501545,Q16521,taxon
Q8008455,Q16521,taxon
Q13618277,Q16521,taxon
Q2433413,Q16521,taxon
Q3518187,Q16521,taxon
Q310360,Q16521,taxon
Q14848954,Q16521,taxon
Q2702276,Q16521,taxon
Q4987338,Q16521,taxon
Q16983808,Q16521,taxon
Q19597337,Q16521,taxon
Q10628480,Q16521,taxon
Q3723521,Q16521,taxon
Q13501835,Q16521,taxon
Q3920173,Q16521,taxon
Q3016829,Q16521,taxon
Q14832495,Q16521,taxon
Q7623349,Q16521,taxon
Q5385482,Q16521,taxon
Q39289,Q16521,taxon
Q14693080,Q16521,taxon
Q5066572,Q16521,taxon
Q13599868,Q16521,taxon
Q14823366,Q16521,taxon
Q13393813,Q16521,taxon
Q14703649,Q16521,taxon
Q1765110,Q16521,taxon
Q2623277,Q16521,taxon
Q2871765,Q16521,taxon
Q13257787,Q16521,taxon
Q127075,Q16521,taxon
Q901647,Q16521,taxon
Q5223219,Q16521,taxon
Q3932144,Q16521,taxon
Q903259,Q16521,taxon
Q254354,Q16521,taxon
Q15344493,Q16521,taxon
Q16054289,Q16521,taxon
Q2185965,Q16521,taxon
Q5311047,Q16521,taxon
Q15367886,Q16521,taxon
Q18080586,Q16521,taxon
Q13589135,Q16521,taxon
Q13712963,Q16521,taxon
Q7109002,Q16521,taxon
Q14841361,Q16521,taxon
Q2709089,Q16521,taxon
Q42115547,Q16521,taxon
Q657751,Q16521,taxon
Q15491068,Q16521,taxon
Q1879938,Q16521,taxon
Q5421675,Q16521,taxon
Q10622948,Q16521,taxon
Q13590653,Q16521,taxon
Q311825,Q16521,taxon
Q18087134,Q16521,taxon
Q951994,Q16521,taxon
Q5186128,Q16521,taxon
Q7838675,Q16521,taxon
Q248086,Q16521,taxon
Q3199874,Q16521,taxon
Q19597340,Q16521,taxon
Q13449518,Q16521,taxon
Q245941,Q16521,taxon
Q14927766,Q16521,taxon
Q569140,Q16521,taxon
Q570467,Q16521,taxon
Q13402792,Q16521,taxon
Q14826704,Q16521,taxon
Q14830868,Q16521,taxon
Q10672257,Q16521,taxon
Q5475945,Q16521,taxon
Q5039006,Q16521,taxon
Q3959875,Q16521,taxon
Q19597443,Q16521,taxon
Q1273237,Q16521,taxon
Q7423641,Q16521,taxon
Q3373978,Q16521,taxon
Q7164866,Q16521,taxon
Q5414342,Q16521,taxon
Q1063141,Q16521,taxon
Q5713654,Q16521,taxon
Q374135,Q16521,taxon
Q13589731,Q16521,taxon
Q7939902,Q16521,taxon
Q15641852,Q16521,taxon
Q476350,Q16521,taxon
Q5191683,Q16521,taxon
Q6678482,Q16521,taxon
Q5143711,Q16521,taxon
Q4955276,Q16521,taxon
Q2511620,Q16521,taxon
Q4838616,Q16521,taxon
Q862069,Q16521,taxon
Q4548199,Q16521,taxon
Q7263402,Q16521,taxon
Q5225831,Q16521,taxon
Q5414754,Q16521,taxon
Q10557243,Q16521,taxon
Q1101422,Q16521,taxon
Q13605408,Q16521,taxon
Q1586903,Q16521,taxon
Q13381188,Q16521,taxon
Q5597198,Q16521,taxon
Q5458602,Q16521,taxon
Q1963448,Q16521,taxon
Q5373063,Q16521,taxon
Q5018467,Q16521,taxon
Q28041733,Q16521,taxon
Q1946191,Q16521,taxon
Q2700943,Q16521,taxon
Q3173360,Q16521,taxon
Q7217282,Q16521,taxon
Q13599683,Q16521,taxon
Q14801970,Q16521,taxon
Q6534203,Q16521,taxon
Q1320008,Q16521,taxon
Q3913578,Q16521,taxon
Q2373402,Q16521,taxon
Q15870816,Q16521,taxon
Q6707802,Q16521,taxon
Q5121995,Q16521,taxon
Q5643986,Q16521,taxon
Q200381,Q16521,taxon
Q984533,Q16521,taxon
Q5409105,Q16521,taxon
Q13513931,Q16521,taxon
Q14082433,Q16521,taxon
Q260739,Q16521,taxon
Q856342,Q16521,taxon
Q11847716,Q16521,taxon
Q1888838,Q16521,taxon
Q136904,Q16521,taxon
Q14832836,Q16521,taxon
Q14843125,Q16521,taxon
Q4825617,Q16521,taxon
Q13639767,Q16521,taxon
Q3469890,Q16521,taxon
Q5574387,Q16521,taxon
Q4674860,Q16521,taxon
Q7179931,Q16521,taxon
Q3552086,Q16521,taxon
Q669067,Q16521,taxon
Q15642271,Q16521,taxon
Q5455834,Q16521,taxon
Q19116,Q16521,taxon
Q2198195,Q16521,taxon
Q4676807,Q16521,taxon
Q6882413,Q16521,taxon
Q14843477,Q16521,taxon
Q6068469,Q16521,taxon
Q6949202,Q16521,taxon
Q6990882,Q16521,taxon
Q14825421,Q16521,taxon
Q2706996,Q16521,taxon
Q3296236,Q16521,taxon
Q14836355,Q16521,taxon
Q16988387,Q16521,taxon
Q10795460,Q16521,taxon
Q3381980,Q16521,taxon
Q6808487,Q16521,taxon
Q14395922,Q16521,taxon
Q12217085,Q16521,taxon
Q2213685,Q16521,taxon
Q3206158,Q16521,taxon
Q13494423,Q16521,taxon
Q7844459,Q16521,taxon
Q20721584,Q16521,taxon
Q6933046,Q16521,taxon
Q14218805,Q16521,taxon
Q7783239,Q16521,taxon
Q2098739,Q16521,taxon
Q7309887,Q16521,taxon
Q15489026,Q16521,taxon
Q7230342,Q16521,taxon
Q15642356,Q16521,taxon
Q5023257,Q16521,taxon
Q5408319,Q16521,taxon
Q2822198,Q16521,taxon
Q7635473,Q16521,taxon
Q5392402,Q16521,taxon
Q16838428,Q16521,taxon
Q577272,Q16521,taxon
Q26816851,Q16521,taxon
Q1762731,Q16521,taxon
Q5417944,Q16521,taxon
Q3275985,Q16521,taxon
Q4044097,Q16521,taxon
Q839172,Q16521,taxon
Q602930,Q16521,taxon
Q18603772,Q16521,taxon
Q5031158,Q16521,taxon
Q6982337,Q16521,taxon
Q13467925,Q16521,taxon
Q1820861,Q16521,taxon
Q7909465,Q16521,taxon
Q4670787,Q16521,taxon
Q4670939,Q16521,taxon
Q5945668,Q16521,taxon
Q27075496,Q16521,taxon
Q24883970,Q16521,taxon
Q7255796,Q16521,taxon
Q13474644,Q16521,taxon
Q159135,Q16521,taxon
Q3525741,Q16521,taxon
Q5044199,Q16521,taxon
Q2034472,Q16521,taxon
Q5279773,Q16521,taxon
Q5063857,Q16521,taxon
Q14742723,Q16521,taxon
Q14698743,Q16521,taxon
Q18523648,Q16521,taxon
Q25094650,Q16521,taxon
Q18379041,Q16521,taxon
Q4875149,Q16521,taxon
Q1269881,Q16521,taxon
Q157652,Q16521,taxon
Q4693290,Q16521,taxon
Q1928462,Q16521,taxon
Q289715,Q16521,taxon
Q2820184,Q16521,taxon
Q13477443,Q16521,taxon
Q2781040,Q16521,taxon
Q5102250,Q16521,taxon
Q13482049,Q16521,taxon
Q1038824,Q16521,taxon
Q14827342,Q16521,taxon
Q275657,Q16521,taxon
Q17271737,Q16521,taxon
Q13449360,Q16521,taxon
Q6721590,Q16521,taxon
Q7662874,Q16521,taxon
Q16054122,Q16521,taxon
Q10679395,Q16521,taxon
Q10611516,Q16521,taxon
Q387404,Q16521,taxon
Q133617,Q16521,taxon
Q13435278,Q16521,taxon
Q13465241,Q16521,taxon
Q5390727,Q16521,taxon
Q14493085,Q16521,taxon
Q3255189,Q16521,taxon
Q5221488,Q16521,taxon
Q18100076,Q16521,taxon
Q5381604,Q16521,taxon
Q4044100,Q16521,taxon
Q379740,Q16521,taxon
Q1609099,Q16521,taxon
Q14330422,Q16521,taxon
Q14833957,Q16521,taxon
